seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
332,822,48,3,81,52,2,169,181,Premium,0.21,0.96,Fast,0.38,0,0
333,146,115,17,85,71,1,260,139,General,0.39,0.35,Slow,0.64,1,1
334,2828,23,0,7,65,1,270,241,VIP,0.25,0.59,Fast,0.12,0,0
335,392,130,17,78,84,1,364,233,General,0.42,0.24,Slow,0.88,0,0
336,3015,20,6,30,72,3,269,202,VIP,0.05,1,Medium,0.55,0,0
337,2640,19,0,34,66,2,189,128,VIP,0.4,0.66,Medium,0.65,1,0
338,203,107,15,37,70,3,306,222,General,0.29,0.33,Medium,0.68,0,1
339,1463,37,7,28,66,2,289,161,Premium,0.2,0.17,Fast,0.36,0,0
340,1247,37,11,1,63,0,307,236,Premium,0.34,0.39,Medium,0.44,1,0
341,1157,38,6,37,66,3,227,234,Premium,0.29,0.15,Medium,0.33,0,0
342,605,95,15,50,76,0,262,239,Premium,0.24,0.69,Medium,0.69,0,1
343,1140,25,0,16,64,3,314,217,Premium,0.22,0.34,Medium,0.52,0,0
344,359,145,12,52,67,3,320,188,General,0.4,0.02,Medium,0.57,0,0
345,1049,30,8,73,71,1,225,311,Premium,0.33,0.78,Medium,0.48,1,0
346,232,127,14,10,72,2,212,150,General,0.44,1,Slow,0.51,1,1
347,2298,18,0,87,53,1,238,115,VIP,0.21,1,Medium,0.37,1,0
348,1533,34,5,14,56,1,255,204,Premium,0.17,0,Medium,0.48,1,0
349,280,126,12,56,74,1,362,275,General,0.49,0.46,Slow,0.71,1,0
350,2869,25,6,76,62,2,266,206,VIP,0.39,0.55,Fast,0.46,0,0
351,2925,28,4,30,54,2,146,168,VIP,0.24,0.35,Medium,0.42,0,0
352,2907,41,3,87,62,2,176,265,VIP,0.11,0.54,Medium,0.67,0,0
353,389,117,13,42,70,2,253,166,General,0.4,0.65,Medium,0.47,0,0
354,2392,22,7,28,63,1,213,235,VIP,0.26,0.77,Medium,0.5,1,0
355,385,118,16,46,79,0,245,284,General,0.32,0.42,Slow,0.59,1,0
356,1404,24,0,32,61,2,269,169,Premium,0.43,0.84,Medium,0.6,0,0
357,1273,33,0,68,57,2,151,189,Premium,0.03,0.1,Slow,0.56,0,0
358,334,139,14,82,72,3,333,293,General,0.41,0.47,Medium,0.57,0,1
359,1071,39,5,70,67,2,218,180,Premium,0.41,0.62,Slow,0.68,1,0
360,2298,35,0,23,61,1,159,165,VIP,0.24,0.63,Slow,0.74,1,0
361,3499,30,0,75,64,0,307,147,VIP,0.18,0.65,Fast,0.44,0,0
362,3259,16,4,59,63,0,298,183,VIP,0.19,0.36,Fast,0.28,0,0
363,2793,27,9,6,60,1,266,133,VIP,0.29,0.74,Medium,0.56,0,0
364,74,137,20,51,82,1,396,286,General,0.57,0.23,Medium,0.41,0,1
365,255,140,12,46,73,2,222,228,General,0.29,0.43,Fast,0.1,0,0
366,311,135,13,66,74,0,366,270,General,0.2,0.37,Slow,0.73,1,0
367,252,104,17,3,70,0,268,184,General,0.38,0.89,Medium,0.55,0,0
368,2685,28,0,32,66,0,303,166,VIP,0.3,0.83,Fast,0.34,0,0
369,442,111,11,77,62,2,163,129,General,0.32,0.86,Medium,0.7,0,0
370,346,117,17,78,90,2,394,314,General,0.47,0.91,Fast,0.23,0,1
371,3533,24,7,78,70,0,341,203,VIP,0.19,1,Slow,0.74,1,0
372,1209,35,4,80,70,0,232,237,Premium,0.23,0.73,Fast,0.39,0,0
373,463,111,20,30,74,2,241,179,General,0.36,0.68,Medium,0.59,0,0
374,1052,40,3,30,66,1,188,181,Premium,0.21,0.51,Slow,0.71,1,1
375,331,106,18,20,70,1,209,284,General,0.44,0.26,Slow,0.73,0,1
376,2768,26,0,63,65,2,182,236,VIP,0.33,0.3,Slow,0.83,0,0
377,982,23,0,50,63,0,290,190,Premium,0.03,0.21,Medium,0.4,1,0
378,1253,37,9,79,58,2,196,210,Premium,0.21,0.8,Fast,0.26,1,0
379,472,126,6,27,65,1,221,190,General,0.14,0.46,Medium,0.52,0,0
380,2900,30,4,2,68,3,198,137,VIP,0.38,0.52,Fast,0.22,0,0
381,2408,18,0,85,65,1,255,306,VIP,0.23,0.7,Slow,0.6,1,0
382,261,123,11,53,58,1,217,210,General,0.31,0.3,Medium,0.69,0,1
383,799,37,15,73,79,3,367,183,Premium,0.38,0.55,Fast,0.4,0,1
384,469,91,14,89,73,2,268,168,General,0.26,0.15,Medium,0.3,0,0
385,2591,34,0,12,55,0,179,136,VIP,0.16,0.91,Fast,0.24,0,0
386,627,40,5,79,58,1,182,202,General,0.41,0.2,Medium,0.48,0,0
387,524,110,3,35,59,2,179,242,General,0.17,0.04,Fast,0.18,0,0
388,2704,24,1,3,53,1,255,198,VIP,0.16,0.3,Medium,0.4,0,0
389,3064,21,5,83,60,1,264,204,VIP,0.26,0.49,Fast,0.49,0,0
390,1403,30,3,46,57,0,169,99,Premium,0.19,0.29,Fast,0.25,0,0
391,384,103,11,85,69,1,316,234,General,0.22,0.23,Slow,0.71,0,0
392,1321,20,18,44,79,3,202,236,Premium,0.28,0.61,Fast,0.17,0,0
393,801,34,6,21,57,1,222,179,Premium,0.29,0.25,Fast,0.21,1,0
394,322,130,11,49,63,1,280,244,General,0.31,0.84,Medium,0.45,0,0
395,215,104,0,64,57,2,247,204,General,0.29,0.33,Medium,0.39,0,1
396,223,131,23,17,70,0,232,165,General,0.41,0.2,Medium,0.36,1,0
397,2099,28,7,67,62,0,232,207,VIP,0.32,0.68,Medium,0.59,0,0
398,315,140,5,4,71,2,209,238,General,0.29,0.77,Slow,0.58,1,0
399,2789,27,3,31,58,1,274,86,VIP,0.35,0.99,Fast,0.22,0,0
400,327,87,8,28,69,0,342,151,General,0.28,0.67,Slow,0.8,1,0
401,1058,46,11,69,70,2,246,115,Premium,0.3,0.76,Fast,0.29,0,0
402,1093,46,3,41,49,1,215,108,Premium,0.13,0.39,Fast,0.26,1,0
403,1568,31,2,53,58,0,221,103,Premium,0.47,0.89,Fast,0.23,0,0
404,1932,38,4,24,61,1,252,262,VIP,0.47,0.7,Fast,0.45,0,0
405,2308,27,2,4,68,2,309,205,VIP,0.22,1,Medium,0.39,0,0
406,207,119,6,76,79,0,267,228,General,0.06,0.29,Medium,0.58,0,1
407,2820,22,5,48,78,3,376,290,VIP,0.37,0.83,Slow,0.85,1,0
408,2561,15,0,13,51,2,209,90,VIP,0.28,0.32,Medium,0.68,1,0
409,100,113,0,83,66,2,195,189,General,0.16,0.2,Medium,0.4,0,1
410,3265,25,1,33,61,3,274,186,VIP,0.31,1,Slow,0.51,1,0
411,183,140,5,83,69,2,180,207,General,0.38,0.04,Medium,0.49,1,1
412,1390,35,2,79,61,2,213,259,Premium,0.45,0.96,Fast,0.17,0,0
413,2749,34,1,80,59,0,236,210,VIP,0.15,0.38,Fast,0.45,0,0
414,176,144,13,14,65,1,287,211,General,0.16,0.96,Medium,0.66,1,0
415,417,129,15,31,83,4,256,294,General,0.22,0.03,Slow,0.71,1,1
416,537,44,0,60,55,2,168,213,General,0.03,0.88,Slow,0.72,1,0
417,231,118,19,18,77,2,281,260,General,0.51,0.46,Fast,0.27,0,1
418,3077,6,7,20,63,3,239,124,VIP,0.39,0.42,Fast,0.44,0,0
419,1096,28,1,77,65,2,243,132,Premium,0.43,0.75,Medium,0.53,1,0
420,1064,49,0,75,64,3,169,223,Premium,0.16,0.05,Medium,0.47,0,0
421,2929,21,0,18,63,0,243,116,VIP,0.22,0.6,Fast,0.11,0,0
422,2794,22,4,26,61,2,288,259,VIP,0.06,0.89,Slow,0.77,0,0
423,309,117,14,51,71,3,348,194,General,0.49,0.32,Fast,0.44,0,1
424,1327,29,0,50,63,0,239,143,Premium,0.16,0.79,Fast,0.47,0,0
425,2671,43,1,46,60,3,192,229,VIP,0.33,0.36,Slow,0.59,1,0
426,2435,5,1,9,59,2,177,206,VIP,0.21,0.62,Medium,0.3,0,0
427,52,147,9,63,59,1,170,185,General,0.19,0.35,Fast,0.45,1,1
428,3132,14,1,39,66,2,203,286,VIP,0.1,0.41,Fast,0.47,0,0
429,279,94,15,83,75,3,240,251,General,0.39,0.45,Medium,0.44,0,1
430,1152,54,17,68,67,0,266,179,Premium,0.45,0.09,Slow,0.62,1,1
431,316,97,15,41,68,2,289,213,General,0.4,0.14,Fast,0.35,0,1
432,1216,34,1,54,64,3,245,213,Premium,0.06,0.26,Medium,0.69,0,0
433,2501,16,4,53,59,2,239,132,VIP,0.24,0.45,Fast,0.44,0,0
434,3003,28,2,25,54,0,186,188,VIP,0.33,1,Fast,0.43,1,0
435,657,56,2,57,67,1,334,243,General,0.21,0.75,Fast,0.26,0,0
436,314,124,12,24,69,2,194,239,General,0.38,0.74,Medium,0.68,0,0
437,712,51,5,73,64,1,321,155,General,0.19,0.04,Slow,0.53,1,0
438,585,109,5,42,63,3,186,167,General,0.21,0.97,Fast,0.3,0,1
439,3032,20,2,24,60,1,177,152,VIP,0.33,1,Medium,0.46,0,0
440,2758,23,1,8,72,0,350,269,VIP,0.23,1,Medium,0.67,0,0
441,253,132,11,69,63,2,196,133,General,0.25,0.81,Fast,0.44,0,0
442,2055,29,6,8,65,3,284,253,VIP,0.28,0.85,Fast,0.45,0,0
443,3390,28,5,38,64,3,300,143,VIP,0.3,0.64,Slow,0.53,1,0
444,204,141,9,0,69,3,239,176,General,0.29,0.03,Fast,0.48,0,1
445,50,171,13,50,64,1,293,230,General,0.38,0.48,Medium,0.68,0,1
446,558,95,8,4,62,0,216,261,General,0.3,0.53,Medium,0.48,0,0
447,2788,17,2,69,60,1,279,139,VIP,0.19,0.46,Slow,0.55,1,0
448,2864,32,3,35,67,0,191,158,VIP,0.23,0.63,Fast,0.43,0,0
449,365,118,17,58,84,2,353,229,General,0.37,0.13,Fast,0.43,1,1
450,167,134,13,15,70,3,241,165,General,0.35,0.14,Fast,0.38,0,0
451,870,55,1,42,53,2,223,134,Premium,0.35,0.69,Slow,0.54,1,0
452,2996,33,4,72,62,1,257,106,VIP,0.35,0.49,Slow,0.9,1,0
453,2460,23,0,75,63,1,168,178,VIP,0.06,0.83,Medium,0.56,1,0
454,909,31,11,70,78,0,339,156,General,0.32,0.32,Fast,0.16,0,0
455,2149,32,3,40,63,3,247,151,VIP,0.13,0.72,Fast,0.19,0,0
456,2206,19,0,30,65,1,315,180,VIP,0.24,0.59,Medium,0.35,0,0
457,351,133,14,49,77,1,217,306,General,0.23,0.13,Fast,0.23,1,1
458,218,128,8,47,57,0,247,155,General,0.46,0.2,Medium,0.46,0,1
459,2715,27,6,33,61,0,306,214,VIP,0.31,0.89,Medium,0.47,0,0
460,1777,27,0,44,62,2,238,234,VIP,0.21,1,Fast,0.42,0,0
461,2721,27,4,55,64,2,167,188,VIP,0.33,1,Medium,0.31,0,0
462,1161,34,0,87,54,2,137,97,Premium,0,0.3,Medium,0.51,0,0
463,2981,22,0,76,55,2,176,169,VIP,0.13,1,Slow,0.64,1,0
464,344,120,6,36,62,0,175,138,General,0.34,0.25,Slow,0.66,1,0
465,355,87,12,41,66,1,248,121,General,0.23,0.15,Fast,0.19,1,1
466,2857,39,3,74,63,1,167,181,VIP,0.16,1,Fast,0.27,0,0
467,302,145,19,74,78,3,331,301,General,0.26,0.94,Medium,0.57,0,0
468,339,121,16,82,66,0,294,195,General,0.43,0.27,Fast,0.46,0,1
469,232,104,8,78,75,0,224,270,General,0.36,0.5,Fast,0.24,0,0
470,2932,32,6,61,56,2,179,148,VIP,0.06,1,Slow,0.63,1,0
471,363,111,8,44,70,2,193,213,General,0.32,0.02,Medium,0.55,0,0
472,457,100,4,68,63,2,305,252,General,0.08,0.03,Slow,0.55,0,0
473,2472,40,0,84,62,2,167,136,VIP,0.3,0.95,Medium,0.47,0,0
474,216,122,8,40,66,3,179,215,General,0.38,0.99,Fast,0.11,0,1
475,166,130,15,11,67,1,317,154,General,0.39,0.14,Slow,0.66,1,0
476,476,89,5,82,77,0,242,272,General,0.29,0.25,Medium,0.38,0,1
477,596,110,7,51,66,0,207,200,General,0.3,0.24,Medium,0.65,0,0
478,2159,37,3,39,60,0,205,155,VIP,0.24,0.42,Slow,0.61,1,0
479,2901,25,0,29,63,1,202,145,VIP,0.35,1,Fast,0.46,0,0
480,3070,23,6,55,66,1,169,120,VIP,0.24,0.38,Slow,0.77,1,0
481,326,115,14,11,76,2,376,224,General,0.37,0.66,Fast,0.14,0,1
482,3545,26,3,75,68,1,282,150,VIP,0.18,0.72,Medium,0.53,0,0
483,3628,18,0,37,68,2,311,184,VIP,0.28,1,Fast,0.22,0,0
484,376,132,14,34,67,2,307,147,General,0.36,0.29,Slow,0.52,1,0
485,449,84,10,23,62,1,260,266,General,0.22,0.48,Medium,0.37,0,0
486,262,140,14,61,75,0,193,181,General,0.24,0.91,Slow,0.82,1,1
487,3115,24,0,14,52,2,263,237,VIP,0.26,0.56,Fast,0.47,1,0
488,151,124,16,57,68,2,333,208,General,0.48,0.86,Fast,0.3,0,1
489,2609,24,0,84,70,1,292,157,VIP,0.36,0.58,Fast,0.42,0,0
490,2983,15,4,8,73,1,277,230,VIP,0.09,0.31,Slow,0.56,1,0
491,2144,44,8,29,68,2,335,251,VIP,0.39,0.59,Medium,0.7,0,0
492,2815,18,5,25,67,2,313,204,VIP,0.4,0.94,Fast,0.3,0,0
493,1330,26,2,15,61,1,274,323,Premium,0.16,0.72,Fast,0.45,0,0
494,1304,31,3,12,51,1,252,154,Premium,0.24,0.06,Medium,0.31,0,0
495,243,110,14,43,70,2,220,263,General,0.18,0.94,Medium,0.46,0,1
496,1100,35,5,41,70,1,236,133,Premium,0.33,0.37,Fast,0.27,0,0
497,345,132,10,10,66,2,233,254,General,0.58,0.68,Fast,0.23,0,1
498,49,126,16,1,71,3,263,167,General,0.47,0.4,Medium,0.39,0,1
499,1145,34,7,52,73,1,321,182,Premium,0.17,0.02,Medium,0.7,0,0
500,854,60,7,56,65,1,274,139,Premium,0.39,0.56,Medium,0.6,0,0
501,2751,34,8,11,69,2,191,235,VIP,0.29,0.73,Slow,0.69,1,0
502,1358,32,0,28,55,1,177,104,Premium,0.31,0.11,Fast,0.43,0,0
503,273,147,12,33,65,1,236,111,General,0.36,0.28,Slow,0.6,1,0
504,2785,17,3,68,53,0,136,167,VIP,0.32,1,Medium,0.46,1,0
505,2403,37,7,41,59,0,218,122,VIP,0.21,0.88,Slow,0.82,1,0
506,518,118,10,37,64,3,242,178,General,0.35,0.1,Fast,0.29,0,1
507,1687,39,9,30,69,2,344,283,Premium,0.27,0.88,Fast,0.18,0,0
508,259,119,12,43,67,1,218,117,General,0.35,0.49,Fast,0.46,0,1
509,2394,25,2,88,72,3,205,239,VIP,0.02,0.86,Slow,0.74,1,0
510,2290,13,3,55,59,1,236,162,VIP,0.27,0.72,Slow,0.53,1,0
511,1016,36,1,44,58,1,150,215,Premium,0.23,0.85,Fast,0.48,1,0
512,1718,35,0,38,58,2,241,178,Premium,0.15,0.86,Fast,0.12,0,0
513,437,102,4,71,59,1,195,144,General,0.07,0.94,Slow,0.89,1,0
514,2769,47,2,24,62,1,192,153,VIP,0.2,0.4,Fast,0.14,0,0
515,208,127,17,43,79,0,336,347,General,0.31,0.62,Medium,0.31,1,1
516,309,114,7,87,67,2,185,193,General,0.16,0.92,Fast,0.27,0,1
517,3051,20,0,87,53,2,239,176,VIP,0.3,0.31,Medium,0.4,0,0
518,2913,36,0,53,53,1,228,127,VIP,0.18,1,Fast,0.31,0,0
519,948,54,15,88,72,2,355,342,Premium,0.33,0.21,Fast,0.25,0,0
520,2928,42,2,39,58,1,276,153,VIP,0.24,0.78,Fast,0.24,0,0
521,1986,32,0,58,44,1,223,151,VIP,0.12,0.46,Fast,0.1,1,0
522,1152,43,1,6,55,2,269,174,Premium,0.32,0.16,Fast,0.49,0,0
523,364,166,11,30,69,2,324,262,General,0.18,0.51,Fast,0.17,0,0
524,1900,51,2,21,58,2,245,274,VIP,0.38,0.42,Fast,0.4,0,0
525,1410,42,14,78,74,3,229,142,Premium,0.32,0.95,Medium,0.32,1,0
526,2556,34,9,19,79,3,395,285,VIP,0.41,0.49,Fast,0.44,0,0
527,127,136,8,76,70,0,345,258,General,0.27,0.07,Fast,0.12,0,1
528,156,130,18,75,74,1,323,198,General,0.34,0.42,Slow,0.81,1,1
529,3121,32,0,32,60,1,195,129,VIP,0.11,0.39,Fast,0.5,0,0
530,2088,30,0,12,62,3,259,123,VIP,0.22,0.4,Fast,0.46,0,0
531,354,116,17,24,70,2,220,299,General,0.23,0.11,Medium,0.62,1,0
532,2614,41,8,75,68,2,247,221,VIP,0.32,0.34,Fast,0.39,0,0
533,152,125,12,82,64,0,324,221,General,0.39,0.29,Fast,0.27,0,1
534,1955,32,8,39,72,1,283,184,VIP,0.3,0.58,Medium,0.53,1,0
535,1480,35,9,56,65,0,288,197,Premium,0.47,0.23,Fast,0.18,1,0
536,940,48,0,21,54,2,243,107,Premium,0.15,0.2,Fast,0.34,0,1
537,499,103,14,43,73,3,347,247,General,0.39,0.82,Fast,0.28,0,1
538,3220,39,0,14,62,1,306,111,VIP,0.28,1,Fast,0.28,0,0
539,252,129,17,37,58,2,262,142,General,0.38,0.96,Fast,0.21,0,1
540,103,141,0,36,66,1,289,151,General,0.21,0.87,Slow,0.83,1,1
541,2774,23,15,1,67,1,234,200,VIP,0.44,0.71,Medium,0.43,0,0
542,47,121,13,14,69,2,328,227,General,0.27,0.05,Medium,0.64,0,1
543,330,109,11,3,75,2,239,128,General,0.22,0.6,Medium,0.31,0,1
544,367,126,16,54,66,3,318,234,General,0.48,0.98,Fast,0.38,0,1
545,327,93,5,21,64,3,214,228,General,0.07,0.72,Slow,0.55,0,0
546,270,113,11,25,73,1,202,189,General,0.43,0.79,Fast,0.44,0,1
547,2209,39,1,27,61,1,232,271,VIP,0.33,1,Slow,0.87,1,0
548,1157,42,3,76,63,2,288,167,Premium,0.42,0.98,Medium,0.58,1,0
549,2576,22,4,61,63,1,195,149,VIP,0.24,0.4,Fast,0.16,0,0
550,846,91,17,72,79,2,261,337,Premium,0.44,0.63,Medium,0.34,0,1
551,2430,42,1,16,51,2,179,179,VIP,0.33,0.73,Medium,0.49,0,0
552,1832,32,0,40,50,2,205,212,Premium,0.37,0.37,Fast,0.5,0,0
553,3040,25,7,86,74,1,360,259,VIP,0.36,0.75,Medium,0.47,0,0
554,634,132,18,76,80,1,389,189,Premium,0.36,0.52,Fast,0.28,0,1
555,1267,38,12,10,75,3,330,211,Premium,0.38,0.75,Fast,0.33,1,0
556,3534,5,6,27,69,2,232,184,VIP,0.32,1,Medium,0.37,0,0
557,2611,32,11,0,73,1,330,230,VIP,0.31,1,Slow,0.63,1,0
558,3448,29,10,70,57,1,287,207,VIP,0.13,0.59,Slow,0.86,1,0
559,2952,27,0,54,44,0,174,155,VIP,0.3,0.6,Medium,0.69,0,0
560,3620,21,2,45,62,0,165,229,VIP,0.21,0.52,Fast,0.38,0,0
561,2819,26,3,3,70,2,338,135,VIP,0.25,0.47,Fast,0.14,0,0
562,387,121,7,61,61,0,189,195,General,0.39,0.41,Medium,0.49,0,1
563,3113,24,0,7,69,2,300,148,VIP,0.27,1,Medium,0.32,0,0
564,590,106,5,45,68,0,276,222,General,0.2,0.25,Fast,0.25,0,0
565,168,124,15,23,77,1,225,272,General,0.3,0.3,Fast,0.38,0,1
566,220,155,6,4,60,3,202,161,General,0.44,0.21,Fast,0.49,0,0
567,3399,20,2,11,64,1,198,186,VIP,0.07,0.8,Slow,0.67,1,0
568,1357,47,6,85,71,1,260,184,Premium,0.3,0.57,Fast,0.45,0,1
569,2838,31,5,12,64,1,176,221,VIP,0.26,1,Fast,0.42,0,0
570,2601,15,0,27,66,1,175,143,VIP,0.14,0.69,Fast,0.33,0,0
571,207,140,18,37,63,2,187,164,General,0.46,0.46,Medium,0.32,1,1
572,3450,23,1,42,50,1,246,150,VIP,0.26,0.34,Slow,0.71,1,0
573,2499,27,0,55,60,3,209,200,VIP,0.32,0.39,Slow,0.62,0,0
574,1357,39,7,37,67,2,249,10,Premium,0.18,0.96,Slow,0.74,1,0
575,200,127,13,63,64,1,210,228,General,0.36,0.24,Slow,0.53,1,1
576,417,112,15,56,76,2,343,134,General,0.36,0.16,Slow,0.65,1,1
577,3352,22,1,72,59,0,292,210,VIP,0.34,1,Medium,0.59,0,0
578,972,86,17,23,76,3,332,231,Premium,0.38,0,Medium,0.62,1,1
579,267,112,5,21,70,3,287,158,General,0.33,0.17,Slow,0.62,0,0
580,2022,44,2,69,63,1,170,215,VIP,0.21,0.69,Fast,0.38,1,0
581,1104,43,0,44,64,1,251,104,Premium,0.28,0.24,Medium,0.55,1,0
582,1461,34,0,86,52,1,246,106,Premium,0.36,0.65,Medium,0.39,0,0
583,2318,41,3,3,63,1,177,237,VIP,0.18,1,Slow,0.52,1,0
584,2119,27,3,58,65,1,180,232,VIP,0.33,0.86,Medium,0.5,0,0
585,233,116,1,52,61,0,165,156,General,0.29,0.17,Medium,0.37,1,0
586,2248,31,2,67,68,0,227,151,VIP,0.19,0.86,Slow,0.55,0,0
587,2488,26,3,0,59,1,171,169,VIP,0.32,0.89,Fast,0.37,0,0
588,3120,17,0,73,59,2,246,176,VIP,0.24,0.69,Medium,0.61,0,0
589,2666,29,1,48,57,0,173,226,VIP,0.28,0.34,Medium,0.34,0,0
590,1042,44,7,4,61,1,239,193,Premium,0.32,0.65,Slow,0.79,1,0
591,1383,37,4,26,75,3,280,295,Premium,0.15,0.84,Fast,0.47,1,0
592,262,137,22,81,70,2,317,130,General,0.57,0.93,Fast,0.16,0,1
593,470,112,10,18,63,3,302,191,General,0.19,0.58,Medium,0.5,0,0
594,2654,28,5,50,61,1,195,165,VIP,0.35,0.97,Medium,0.54,1,0
595,3253,19,0,38,53,2,196,229,VIP,0.25,0.95,Medium,0.6,1,0
596,2377,18,0,89,66,0,269,187,VIP,0.35,1,Fast,0.45,1,0
597,1329,34,1,79,59,1,187,275,Premium,0.31,0.36,Medium,0.33,1,0
598,2856,22,0,15,62,0,173,179,VIP,0.3,1,Fast,0.32,0,0
599,215,139,8,27,68,0,194,192,General,0.19,0.02,Fast,0.5,0,1
600,262,103,0,76,59,2,160,158,General,0.2,0.97,Slow,0.66,1,0
601,253,112,3,48,56,2,165,162,General,0.34,0.31,Fast,0.27,1,0
602,702,14,1,11,58,2,160,154,General,0.08,0.47,Medium,0.59,0,0
603,2160,42,0,84,60,1,273,212,VIP,0.04,0.74,Medium,0.56,1,0
604,313,95,9,62,55,2,195,149,General,0.3,0.78,Fast,0.14,0,1
605,2305,27,6,25,71,1,254,176,VIP,0.22,1,Medium,0.62,1,0
606,2529,29,0,71,64,3,231,169,VIP,0.16,0.77,Fast,0.32,0,0
607,259,126,10,59,65,2,232,224,General,0.34,0.42,Slow,0.57,1,1
608,538,126,12,31,70,2,313,163,General,0.15,0.84,Medium,0.59,0,0
609,260,140,11,16,70,2,271,220,General,0.26,0.94,Medium,0.6,0,1
610,3142,17,4,36,58,1,275,194,VIP,0.33,1,Medium,0.57,1,0
611,266,131,21,79,74,0,374,257,General,0.45,0.43,Medium,0.49,1,1
612,393,110,10,81,73,2,217,90,General,0.13,0.1,Medium,0.33,0,1
613,358,105,10,35,71,0,191,197,General,0.26,0.66,Fast,0.43,1,1
614,127,124,22,46,73,2,277,219,General,0.55,0.52,Medium,0.5,0,1
615,2979,30,5,19,73,0,321,144,VIP,0.12,0.94,Fast,0.23,0,0
616,649,46,0,81,53,2,228,149,General,0.3,0.46,Medium,0.65,1,0
617,343,131,9,26,57,2,166,86,General,0.19,0.68,Medium,0.42,1,0
618,3558,18,0,11,56,2,159,136,VIP,0.24,0.73,Fast,0.3,1,0
619,123,122,16,1,69,1,191,189,General,0.42,0.5,Slow,0.85,1,1
620,174,147,15,54,65,1,274,203,General,0.41,0.07,Fast,0.45,0,1
621,3262,10,0,55,66,2,213,126,VIP,0.21,0.36,Medium,0.42,0,0
622,1199,41,0,63,69,2,226,163,Premium,0.26,0.86,Fast,0.21,0,0
623,1702,28,5,0,68,2,322,213,Premium,0,0.75,Medium,0.48,0,0
624,3334,21,0,48,58,2,200,256,VIP,0.21,0.76,Medium,0.46,0,0
625,943,24,0,54,44,0,124,152,Premium,0.17,0.51,Slow,0.9,1,0
626,244,123,7,45,63,1,297,157,General,0.24,0.44,Fast,0.32,0,1
627,3239,21,0,19,58,2,271,168,VIP,0.22,0.52,Fast,0.1,0,0
628,2653,10,0,3,65,0,322,145,VIP,0.28,1,Fast,0.36,0,0
629,1913,45,10,67,66,2,236,148,VIP,0.35,0.71,Slow,0.56,1,0
630,3117,26,0,40,51,1,178,143,VIP,0.2,1,Fast,0.33,0,0
631,374,116,14,57,68,2,229,240,General,0.36,0.44,Fast,0.38,0,1
632,2271,30,5,32,68,2,339,199,VIP,0.11,1,Medium,0.47,0,0
633,2691,16,4,33,69,1,312,173,VIP,0.18,1,Medium,0.67,1,0
634,628,49,9,18,75,3,192,139,General,0.33,0.09,Fast,0.43,0,0
635,3161,17,0,14,62,1,266,200,VIP,0.12,1,Fast,0.22,0,0
636,2393,24,4,72,67,2,221,258,VIP,0,0.36,Medium,0.69,0,0
637,859,43,1,39,62,1,255,156,Premium,0.29,0.12,Slow,0.9,0,0
638,318,122,12,38,69,0,224,216,General,0.43,0.46,Medium,0.45,1,1
639,3260,19,2,52,59,2,262,155,VIP,0.2,1,Fast,0.12,0,0
640,502,103,12,37,80,1,286,247,General,0.24,0.37,Fast,0.47,0,1
641,2099,35,2,3,60,1,202,211,VIP,0.16,0.37,Fast,0.49,1,0
642,2823,28,1,46,61,2,269,240,VIP,0.13,0.98,Slow,0.77,0,0
643,1455,45,0,14,60,3,268,198,Premium,0.23,0.19,Fast,0.32,0,0
644,343,116,11,78,69,0,305,235,General,0.38,0.72,Fast,0.35,1,1
645,1505,54,1,32,54,1,214,91,Premium,0.32,0.03,Fast,0.3,0,0
646,3265,27,4,13,59,0,193,197,VIP,0.14,1,Fast,0.27,0,0
647,1007,44,6,24,54,0,216,203,Premium,0.34,0.81,Fast,0.39,0,1
648,148,120,12,64,73,2,310,243,General,0.4,0.39,Slow,0.69,0,1
649,2787,24,0,27,66,2,264,231,VIP,0.08,0.75,Medium,0.39,0,0
650,593,106,19,27,78,0,209,209,General,0.41,0.26,Medium,0.53,1,0
651,310,115,15,69,70,2,345,148,General,0.48,0.94,Fast,0.21,0,1
652,1668,32,4,63,68,2,182,199,Premium,0.11,0.08,Fast,0.35,0,0
653,304,107,18,66,73,3,202,185,General,0.23,0.21,Slow,0.58,1,1
654,2098,36,20,43,75,0,331,176,VIP,0.31,0.98,Fast,0.13,1,0
655,2772,22,1,28,63,2,210,176,VIP,0.15,0.42,Medium,0.31,1,0
656,100,132,14,88,68,0,193,264,General,0.39,0.76,Medium,0.6,0,1
657,2523,32,0,28,53,1,206,176,VIP,0.15,0.39,Medium,0.37,1,0
658,1706,24,1,77,72,2,219,213,Premium,0.29,0.41,Slow,0.79,0,0
659,2704,29,2,88,66,1,271,322,VIP,0.15,1,Fast,0.33,0,0
660,2679,30,3,28,54,1,216,148,VIP,0.48,1,Slow,0.64,0,0
661,2251,39,0,12,55,0,166,145,VIP,0.03,0.88,Medium,0.52,0,0
662,2978,16,2,60,61,1,177,98,VIP,0.1,1,Slow,0.8,0,0
663,2758,15,0,38,59,1,268,159,VIP,0.16,0.38,Fast,0.33,0,0
664,457,88,0,51,68,0,186,242,General,0.17,0.51,Fast,0.4,0,0
665,1374,43,6,61,64,1,316,162,Premium,0.17,0.54,Fast,0.22,0,0
666,2060,29,0,24,55,1,173,338,VIP,0.36,0.7,Fast,0.34,0,0
